name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Mushkin Redline Lumina 32 GB,,"4,3600","2,16",,Black,8.889,16
Mushkin Redline 64 GB,,"4,2666","2,32",,,14.254,19
Mushkin Redline 16 GB,,"4,2666","2,8",,,14.254,19
Mushkin Redline 64 GB,,"4,2933","2,32",,,14.32,21
Mushkin Redline 16 GB,,"4,2933","2,8",,,14.32,21
Mushkin Redline 32 GB,,"4,3000","2,16",,,10.667,16
Mushkin Redline 64 GB,,"4,3000","2,32",,,10.667,16
Mushkin Redline 16 GB,,"4,3000","2,8",,,10.667,16
Mushkin Redline 16 GB,,"4,3200","2,8",,,13.75,22
Mushkin Redline Lumina 64 GB,166.06,"4,2666","2,32",2.595,Black,12.003,16
Mushkin Redline 64 GB,,"4,3200","2,32",,Black,8.75,14
Mushkin Redline 32 GB,,"4,3600","2,16",,Black,8.889,16
Mushkin Redline 64 GB,,"4,3600","2,32",,Black,8.889,16
Mushkin Redline 64 GB,,"4,2666","2,32",,Red,12.003,16
Mushkin Redline 16 GB,,"4,2666","2,8",,Red,12.003,16
Mushkin Redline 64 GB,,"4,3600","2,32",,Red,10,18
Mushkin Redline 16 GB,,"4,3466","2,8",,Red,9.233,16
Mushkin Redline 64 GB,,"4,3200","2,32",,Red,12.5,20
Mushkin Redline 64 GB,,"4,3000","2,32",,Red,12,18
Mushkin Redline 64 GB,,"4,2800","2,32",,Red,12.143,17
Mushkin Redline 64 GB,,"4,2666","2,32",,Red,12.003,16
Mushkin Redline 32 GB,249.8,"4,2666","2,16",7.806,Red,12.003,16
Mushkin Redline 16 GB,,"4,3600","2,8",,Red,10,18
Mushkin Redline 64 GB,,"4,3600","2,32",,Red,10,18
Mushkin Redline 32 GB,,"4,3600","2,16",,Red,10,18
Mushkin Redline 16 GB,,"4,3466","2,8",,Red,10.387,18
Mushkin Redline 32 GB,,"4,3466","2,16",,Red,10.387,18
Mushkin Redline 64 GB,,"4,3200","2,32",,Red,12.5,20
Mushkin Redline 64 GB,,"4,3200","2,32",,Red,10,16
Mushkin Redline 16 GB,,"4,3000","2,8",,Red,12,18
Mushkin Redline 64 GB,,"4,3000","2,32",,Red,12,18
Mushkin Redline 16 GB,,"4,3200","2,8",,Red,10,16
Mushkin Redline 32 GB,,"4,3200","2,16",,Red,12.5,20
Mushkin Redline 16 GB,,"4,3466","2,8",,Red,9.233,16
Mushkin Redline 16 GB,,"4,3200","2,8",,Red,12.5,20
Mushkin Redline 16 GB,69.3,"4,2666","2,8",4.331,Red,12.003,16
Mushkin Redline 16 GB,,"4,3000","2,8",,Red,12,18
Mushkin Redline 16 GB,,"4,4000","2,8",,Black,9,18
Mushkin Redline 16 GB,,"4,3600","2,8",,Black,8.889,16
Mushkin Redline 16 GB,,"4,3600","2,8",,White,8.889,16
Mushkin Blackline 4 GB,,"4,2400","1,4",,Black,12.5,15
Mushkin Blackline 8 GB,,"4,2400","1,8",,Black,12.5,15
Mushkin Blackline 4 GB,,"4,2400","1,4",,Black,12.5,15
Mushkin Blackline 8 GB,,"4,2133","1,8",,Black,11.252,12
Mushkin Silverline 16 GB,,"4,2133","1,16",,Silver,14.065,15
Mushkin Silverline 64 GB,,"4,2133","4,16",,Silver,14.065,15
Mushkin Silverline 4 GB,,"4,2133","1,4",,Silver,14.065,15
Mushkin Silverline 4 GB,32.46,"4,2133","1,4",8.115,Silver,14.065,15
Mushkin Silverline 32 GB,,"4,2133","4,8",,Silver,14.065,15
Mushkin Silverline 8 GB,,"4,2133","1,8",,Silver,14.065,15
Mushkin Silverline 32 GB,,"4,2133","4,8",,Silver,14.065,15
Mushkin Silverline 64 GB,,"4,2400","4,16",,Silver,14.167,17
Mushkin Silverline 4 GB,,"4,2400","1,4",,Silver,14.167,17
Mushkin Silverline 8 GB,,"4,2400","2,4",,Silver,14.167,17
Mushkin Silverline 8 GB,39.07,"4,2400","1,8",4.884,Silver,14.167,17
Mushkin Silverline 32 GB,,"4,2400","4,8",,Silver,14.167,17
Mushkin Silverline 4 GB,,"4,2666","1,4",,Silver,14.254,19
Mushkin Silverline 8 GB,,"4,2666","1,8",,Silver,14.254,19
Mushkin Proline 16 GB,,"4,2666","1,16",,,14.254,19
Mushkin Proline 32 GB,,"4,2666","1,32",,,14.254,19
Mushkin Proline 16 GB,,"4,2666","1,16",,,14.254,19
Mushkin Proline 16 GB,44.83,"4,2933","1,16",2.802,,14.32,21
Mushkin Proline 16 GB,,"4,2400","1,16",,,14.167,17
G.Skill Trident Z Royal 64 GB,,"4,3600","8,8",,White,7.778,14
G.Skill Trident Z Royal Elite 64 GB,,"4,3600","8,8",,,7.778,14
G.Skill Ripjaws V 64 GB,,"4,3600","8,8",,Black,7.778,14
G.Skill Trident Z 64 GB,,"5,5600","2,32",,White / Black,10.714,30
G.Skill Trident Z 32 GB,,"5,5600","2,16",,White / Black,12.857,36
G.Skill Trident Z 32 GB,,"5,6000","2,16",,White / Black,12,36
G.Skill Trident Z 32 GB,,"5,5600","2,16",,Black,14.286,40
G.Skill Trident Z 32 GB,,"5,5600","2,16",,Black,12.857,36
G.Skill Trident Z 32 GB,,"5,5600","2,16",,Black,14.286,40
G.Skill Trident Z 32 GB,,"5,6000","2,16",,Black,12,36
G.Skill Ripjaws V 128 GB,,"4,2666","8,16",,Red,12.003,16
G.Skill Ripjaws V 128 GB,,"4,3000","8,16",,Red,10.667,16
G.Skill Ripjaws V 16 GB,,"4,4266","2,8",,Red,7.501,16
G.Skill Ripjaws V 128 GB,,"4,3000","8,16",,Red,10.667,16
G.Skill Sniper X 16 GB,,"4,2400","2,8",,Black / White,14.167,17
G.Skill Sniper X 64 GB,,"4,2400","4,16",,Black / White,14.167,17
G.Skill Sniper X 16 GB,,"4,2666","2,8",,Black / White,14.254,19
G.Skill Sniper X 32 GB,,"4,2666","4,8",,Black / White,14.254,19
G.Skill Sniper X 32 GB,,"4,3000","2,16",,Black / White,10.667,16
G.Skill Sniper X 32 GB,,"4,3000","4,8",,Black / White,10.667,16
G.Skill Sniper X 64 GB,,"4,3000","4,16",,Black / White,10.667,16
G.Skill Sniper X 32 GB,,"4,3200","4,8",,Black / White,10,16
G.Skill Sniper X 64 GB,,"4,3200","4,16",,Black / White,10,16
G.Skill Sniper X 32 GB,,"4,3600","4,8",,Black / White,10.556,19
G.Skill Trident Z Royal 32 GB,,"4,3600","4,8",,Gold,8.889,16
G.Skill Trident Z Royal 16 GB,,"4,4000","2,8",,Gold,8,16
G.Skill Trident Z Royal 32 GB,,"4,4000","4,8",,Silver,8.5,17
G.Skill Trident Z Royal Elite 128 GB,,"4,3600","8,16",,Gold,7.778,14
G.Skill Trident Z Royal Elite 128 GB,,"4,3600","8,16",,Silver,7.778,14
G.Skill Trident Z Royal Elite 64 GB,,"4,3600","8,8",,Gold,7.778,14
G.Skill Trident Z RGB 128 GB,,"4,2400","8,16",,,12.5,15
G.Skill Trident Z RGB 64 GB,,"4,3200","8,8",,,9.375,15
G.Skill Trident Z RGB 128 GB,,"4,3600","8,16",,,9.444,17
G.Skill Trident Z RGB 32 GB,,"4,4133","4,8",,,9.194,19
G.Skill F4-3200C15Q-64GTZSW 64 GB,,"4,3200","4,16",,Gray / White,9.375,15
G.Skill F4-3200C15Q2-128GTZ 128 GB,,"4,3200","8,16",,Gray / Red,9.375,15
G.Skill F4-3200C15Q2-128GTZSW 128 GB,,"4,3200","8,16",,Gray / White,9.375,15
G.Skill F4-3200C16D-16GTZKY 16 GB,,"4,3200","2,8",,Black / Yellow,10,16
G.Skill F4-3200C16Q-64GTZKY 64 GB,,"4,3200","4,16",,Black / Yellow,10,16
G.Skill F4-3200C16Q2-128GTZKO 128 GB,,"4,3200","8,16",,Black / Orange,10,16
G.Skill F4-3200C16Q2-128GTZSW 128 GB,,"4,3200","8,16",,Gray / White,10,16
G.Skill F4-3200C16Q2-64GTZB 64 GB,,"4,3200","8,8",,Gray / Red,10,16
G.Skill F4-3200C16Q2-64GTZKO 64 GB,,"4,3200","8,8",,Gray / Orange,10,16
G.Skill F4-3200C16Q2-64GTZKW 64 GB,,"4,3200","8,8",,Black / White,10,16
G.Skill F4-3200C16Q2-64GTZSK 64 GB,,"4,3200","8,8",,Gray / Black,10,16
G.Skill F4-3200C16Q2-64GTZSW 64 GB,,"4,3200","8,8",,Gray / White,10,16
G.Skill F4-3600C17Q2-128GTZSW 128 GB,487.62,"4,3600","8,16",3.81,Gray / White,9.444,17
G.Skill F4-3866C18Q-32GTZ 32 GB,,"4,3866","4,8",,Gray / Red,9.312,18
G.Skill F4-3866C18Q-32GTZSW 32 GB,,"4,3866","4,8",,Gray / White,9.312,18
G.Skill F4-4000C18Q-32GTZSW 32 GB,,"4,4000","4,8",,Gray / White,9,18
G.Skill Ares 8 GB,,"3,1600","1,8",,Blue,11.25,9
G.Skill Ares 4 GB,,"3,1600","1,4",,Orange,11.25,9
G.Skill Ares 32 GB,,"3,1600","4,8",,Blue,11.25,9
G.Skill Ares 8 GB,,"3,1600","1,8",,Orange,12.5,10
G.Skill Ares 64 GB,,"3,1333","8,8",,Orange,13.503,9
G.Skill Trident Z Neo 16 GB,,"4,2666","2,8",,Black / White,13.503,18
G.Skill Trident Z RGB (For AMD) 64 GB,,"4,2400","8,8",,Black,12.5,15
G.Skill Trident Z RGB (For AMD) 128 GB,,"4,2933","8,16",,Black,9.547,14
G.Skill Trident Z RGB (For AMD) 64 GB,,"4,2933","8,8",,Black,9.547,14
G.Skill Trident Z RGB (For AMD) 64 GB,,"4,2933","8,8",,Black,10.91,16
G.Skill Ripjaws S5 32 GB,,"5,5200","2,16",,White,15.385,40
G.Skill Flare X 128 GB,,"4,2933","8,16",,Black,9.547,14
G.Skill Trident Z RGB 32 GB,,"4,3200","2,16",,Black,10,16
G.Skill Trident Z RGB 16 GB,,"4,3200","2,8",,Black,10,16
Acer UD100 4 GB,,"4,2666","1,4",,Black,14.254,19
Patriot Signature Line 4 GB,18.53,"4,2400","1,4",4.633,,15.833,19
Patriot Viper Venom RGB 16 GB,,"4,3600","1,16",,Black,10,18
Patriot Viper Venom RGB 16 GB,,"4,3600","2,8",,Black,10,18
Patriot Viper Venom RGB 32 GB,,"4,3000","2,16",,Black,10.667,16
Patriot Viper Steel 32 GB,,"4,3000","1,32",,Gray,10.667,16
Patriot Viper Steel 64 GB,,"4,3000","2,32",,Gray,10.667,16
Silicon Power XPOWER Zenith Gaming 16 GB,,"4,3600","1,16",,Black,10,18
Silicon Power XPOWER Zenith Gaming 32 GB,,"4,3600","2,16",,Black,10,18
Silicon Power XPOWER Zenith Gaming 16 GB,,"4,3200","1,16",,Black,10,16
Silicon Power XPOWER Zenith Gaming 16 GB,,"4,3200","1,16",,Black,10,16
Kingston ValueRAM 16 GB,74.98,"4,2133","1,16",4.686,,14.065,15
Silicon Power XPOWER Zenith RGB Gaming 8 GB,,"5,5200","1,8",,Black,14.615,38
Silicon Power XPOWER Zenith RGB Gaming 8 GB,,"5,5600","1,8",,White,14.286,40
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"5,5200","2,8",,Black,14.615,38
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"5,5600","1,16",,Black,14.286,40
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"5,5600","1,16",,White,14.286,40
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"5,5600","2,8",,Black,14.286,40
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,5200","1,32",,Black,14.615,38
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,5200","1,32",,White,14.615,38
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,5600","1,32",,Black,14.286,40
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,5600","1,32",,White,14.286,40
Silicon Power XPOWER Zenith RGB Gaming 64 GB,,"5,5200","2,32",,Black,14.615,38
Silicon Power XPOWER Zenith RGB Gaming 64 GB,,"5,5200","2,32",,White,14.615,38
Silicon Power XPOWER Zenith RGB Gaming 64 GB,,"5,5600","2,32",,Black,14.286,40
Silicon Power XPOWER Zenith RGB Gaming 64 GB,,"5,5600","2,32",,White,14.286,40
Silicon Power XPOWER Turbine RGB 8 GB,,"4,3200","1,8",,Silver / Black,10,16
Silicon Power XPOWER Turbine RGB 8 GB,,"4,3600","1,8",,Silver / Black,10,18
Silicon Power XPOWER Turbine RGB 8 GB,,"4,4133","1,8",,Silver / Black,9.194,19
Silicon Power XPOWER Turbine RGB 16 GB,,"4,3200","1,16",,Silver / Black,10,16
Silicon Power XPOWER Turbine RGB 16 GB,,"4,3200","1,16",,Silver / Black,10,16
Silicon Power XPOWER Turbine RGB 16 GB,,"4,3600","1,16",,Silver / Black,10,18
Silicon Power XPOWER Turbine RGB 16 GB,,"4,4133","2,8",,Silver / Black,9.194,19
Silicon Power XPOWER Turbine RGB 16 GB,,"4,4133","1,16",,Silver / Black,9.194,19
Silicon Power XPOWER Turbine RGB 32 GB,,"4,3200","2,16",,Silver / Black,10,16
Silicon Power XPOWER Turbine RGB 32 GB,,"4,4133","2,16",,Silver / Black,9.194,19
Silicon Power XPOWER Zenith RGB Gaming 8 GB,,"4,3600","1,8",,Black,10,18
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"4,3600","1,16",,Black,10,18
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"4,3600","1,16",,Black,10,18
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"4,3200","2,16",,Black,10,16
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"4,3600","2,16",,Black,10,18
Silicon Power XPOWER Zenith Gaming 16 GB,,"5,5200","1,16",,Black,14.615,38
Silicon Power XPOWER Zenith Gaming 16 GB,,"5,5200","1,16",,White,14.615,38
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5200","1,32",,Black,14.615,38
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5200","1,32",,White,14.615,38
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5600","2,16",,White,14.286,40
Silicon Power XPOWER Zenith Gaming 64 GB,,"5,5200","2,32",,Black,14.615,38
Silicon Power XPOWER Zenith Gaming 64 GB,,"5,5200","2,32",,White,14.615,38
Silicon Power XPOWER Zenith Gaming 64 GB,,"5,5600","2,32",,White,14.286,40
Silicon Power XPOWER AirCool 8 GB,,"4,2666","1,8",,,12.003,16
Silicon Power XPOWER AirCool 8 GB,,"4,3000","1,8",,,10.667,16
Silicon Power XPOWER AirCool 8 GB,,"4,3600","1,8",,,10,18
Silicon Power XPOWER AirCool 8 GB,,"4,4133","1,8",,,9.194,19
Silicon Power XPOWER AirCool 16 GB,,"4,2666","1,16",,,12.003,16
Silicon Power XPOWER AirCool 16 GB,,"4,2666","2,8",,,12.003,16
Silicon Power XPOWER AirCool 16 GB,,"4,3000","1,16",,,10.667,16
Silicon Power XPOWER AirCool 16 GB,,"4,3000","2,8",,,10.667,16
Silicon Power XPOWER AirCool 16 GB,,"4,3000","1,16",,,10.667,16
Silicon Power XPOWER AirCool 16 GB,,"4,3200","2,8",,,10,16
Silicon Power XPOWER AirCool 16 GB,,"4,3600","1,16",,,10,18
Silicon Power XPOWER AirCool 16 GB,,"4,3600","2,8",,,10,18
Silicon Power XPOWER AirCool 16 GB,,"4,4133","1,16",,,9.194,19
Silicon Power XPOWER AirCool 16 GB,,"4,4133","2,8",,,9.194,19
Silicon Power XPOWER AirCool 32 GB,,"4,2666","2,16",,,12.003,16
Silicon Power XPOWER AirCool 32 GB,,"4,3000","2,16",,,10.667,16
Silicon Power XPOWER AirCool 32 GB,,"4,3200","2,16",,,10,16
Silicon Power XPOWER AirCool 32 GB,,"4,3600","2,16",,,10,18
Silicon Power XPOWER AirCool 32 GB,,"4,4133","2,16",,,9.194,19
Silicon Power XPOWER Turbine 8 GB,,"4,2666","1,8",,Blue / Black,12.003,16
Silicon Power XPOWER Turbine 8 GB,,"4,3000","1,8",,Blue / Black,10.667,16
Silicon Power XPOWER Turbine 8 GB,,"4,3600","1,8",,Blue / Black,10,18
Silicon Power XPOWER Turbine 8 GB,,"4,4133","1,8",,Blue / Black,9.194,19
Silicon Power XPOWER Turbine 16 GB,,"4,3000","1,16",,Blue / Black,10.667,16
Silicon Power XPOWER Turbine 16 GB,,"4,3000","1,16",,Blue / Black,10.667,16
Silicon Power XPOWER Turbine 16 GB,,"4,3600","1,16",,Blue / Black,10,18
Silicon Power XPOWER Turbine 32 GB,,"4,3000","2,16",,Blue / Black,10.667,16
Silicon Power XPOWER Turbine 32 GB,,"4,3000","2,16",,Blue / Black,10.667,16
Silicon Power XPOWER Turbine 32 GB,,"4,4133","2,16",,Blue / Black,9.194,19
Silicon Power XPOWER Zenith Gaming 8 GB,,"5,5600","1,8",,White,14.286,40
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5600","1,32",,Black,14.286,40
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5600","1,32",,White,14.286,40
Silicon Power SP004GBLFU213N01 4 GB,,"4,2133","1,4",,,14.065,15
Silicon Power SP004GBLFU213N02 4 GB,40.64,"4,2133","1,4",10.16,,14.065,15
Silicon Power SP004GBLFU213X02 4 GB,,"4,2133","1,4",,,14.065,15
Silicon Power SP004GBLFU240N01 4 GB,,"4,2400","1,4",,,14.167,17
Silicon Power SP004GBLFU240X02 4 GB,,"4,2400","1,4",,,14.167,17
Silicon Power SP004GBLFU266N02 4 GB,,"4,2666","1,4",,,14.254,19
Silicon Power SP008GBLFU213B01 8 GB,,"4,2133","1,8",,,14.065,15
Silicon Power SP008GBLFU213N02 8 GB,,"4,2133","1,8",,,14.065,15
Silicon Power SP008GBLFU213N21 8 GB,,"4,2133","2,4",,,14.065,15
Silicon Power SP008GBLFU213N22 8 GB,,"4,2133","2,4",,,14.065,15
Silicon Power SP008GBLFU213X02 8 GB,,"4,2133","1,8",,,14.065,15
Silicon Power SP008GBLFU213X22 8 GB,,"4,2133","2,4",,,14.065,15
Silicon Power SP008GBLFU240B01 8 GB,,"4,2400","1,8",,,14.167,17
Silicon Power SP008GBLFU240B02 8 GB,,"4,2400","1,8",,,14.167,17
Silicon Power SP008GBLFU240N02 8 GB,,"4,2400","1,8",,,14.167,17
Silicon Power SP008GBLFU240N21 8 GB,,"4,2400","2,4",,,14.167,17
Silicon Power SP008GBLFU240N22 8 GB,,"4,2400","2,4",,,14.167,17
Silicon Power SP008GBLFU240X22 8 GB,,"4,2400","2,4",,,14.167,17
Silicon Power SP008GBLFU266B01 8 GB,,"4,2666","1,8",,,14.254,19
Silicon Power SP008GBLFU266N22 8 GB,,"4,2666","2,4",,,14.254,19
Silicon Power SP008GBLFU320B01 8 GB,,"4,3200","1,8",,,13.75,22
Silicon Power SP008GBLFU320B02 8 GB,,"4,3200","1,8",,,13.75,22
Silicon Power SP016GBLFU213B01 16 GB,,"4,2133","1,16",,,14.065,15
Silicon Power SP016GBLFU213B22 16 GB,,"4,2133","2,8",,,14.065,15
Silicon Power SP016GBLFU213N42 16 GB,,"4,2133","4,4",,,14.065,15
Silicon Power SP016GBLFU213X02 16 GB,,"4,2133","1,16",,,14.065,15
Silicon Power SP016GBLFU213X22 16 GB,,"4,2133","2,8",,,14.065,15
Silicon Power SP016GBLFU240B01 16 GB,,"4,2400","1,16",,,14.167,17
Silicon Power SP016GBLFU240X02 16 GB,,"4,2400","1,16",,,14.167,17
Silicon Power SP016GBLFU240X22 16 GB,,"4,2400","2,8",,,14.167,17
Silicon Power SP016GBLFU266B01 16 GB,,"4,2666","1,16",,,14.254,19
Silicon Power SP016GBLFU266B02 16 GB,66.79,"4,2666","1,16",4.174,,14.254,19
Silicon Power SP016GBLFU266B22 16 GB,,"4,2666","2,8",,,14.254,19
Silicon Power SP016GBLFU266F01 16 GB,,"4,2666","1,16",,,14.254,19
Silicon Power SP016GBLFU320B01 16 GB,,"4,3200","1,16",,,13.75,22
Silicon Power SP016GBLFU320B21 16 GB,,"4,3200","2,8",,,13.75,22
Silicon Power SP016GBLFU320F01 16 GB,,"4,3200","1,16",,,13.75,22
Silicon Power SP032GBLFU213B21 32 GB,,"4,2133","2,16",,,14.065,15
Silicon Power SP032GBLFU213B22 32 GB,,"4,2133","2,16",,,14.065,15
Silicon Power SP032GBLFU240X22 32 GB,,"4,2400","2,16",,,14.167,17
Silicon Power SP032GBLFU266B22 32 GB,,"4,2666","2,16",,,14.254,19
Silicon Power SP032GBLFU266F01 32 GB,,"4,2666","1,32",,,14.254,19
Silicon Power SP032GBLFU266F02 32 GB,,"4,2666","1,32",,,14.254,19
Silicon Power SP032GBLFU266F21 32 GB,,"4,2666","2,16",,,14.254,19
Silicon Power SP032GBLFU266F22 32 GB,,"4,2666","2,16",,,14.254,19
Silicon Power SP032GBLFU320B21 32 GB,,"4,3200","2,16",,,13.75,22
Silicon Power SP032GBLFU320B22 32 GB,,"4,3200","2,16",,,13.75,22
Silicon Power SP032GBLFU320F01 32 GB,,"4,3200","1,32",,,13.75,22
Silicon Power SP032GBLFU320F02 32 GB,,"4,3200","1,32",,,13.75,22
Silicon Power SP032GBLFU320F21 32 GB,,"4,3200","2,16",,,13.75,22
Silicon Power SP064GBLFU266F21 64 GB,,"4,2666","2,32",,,14.254,19
Silicon Power SP064GBLFU266F22 64 GB,,"4,2666","2,32",,,14.254,19
Silicon Power SP064GBLFU266X22 64 GB,,"4,2666","2,32",,,14.254,19
Silicon Power SP064GBLFU320F21 64 GB,,"4,3200","2,32",,,13.75,22
Silicon Power SP064GBLFU320F22 64 GB,,"4,3200","2,32",,,13.75,22
Silicon Power SP008GBSVU480G02 8 GB,,"5,4800","1,8",,,16.667,40
Silicon Power SP016GBSVU480F02 16 GB,,"5,4800","1,16",,,16.667,40
Silicon Power SP016GBSVU480G22 16 GB,,"5,4800","2,8",,,16.667,40
Silicon Power SP004GBSFU213N01 4 GB,,"4,2133","1,4",,,14.065,15
Silicon Power SP004GBSFU213N02 4 GB,40.64,"4,2133","1,4",10.16,,14.065,15
Silicon Power SP004GBSFU213X02 4 GB,,"4,2133","1,4",,,14.065,15
Silicon Power SP004GBSFU240N01 4 GB,,"4,2400","1,4",,,14.167,17
Silicon Power SP004GBSFU266C02 4 GB,,"4,2666","1,4",,,14.254,19
Silicon Power SP004GBSFU240X02 4 GB,,"4,2400","1,4",,,14.167,17
Silicon Power SP004GBSFU240N02 4 GB,,"4,2400","1,4",,,14.167,17
Silicon Power SP004GBSFU266X02 4 GB,,"4,2666","1,4",,,14.254,19
Silicon Power SP008GBSFU213B01 8 GB,,"4,2133","1,8",,,14.065,15
Silicon Power SP008GBSFU213B02 8 GB,,"4,2133","1,8",,,14.065,15
Silicon Power SP008GBSFU213N02 8 GB,,"4,2133","1,8",,,14.065,15
Silicon Power SP008GBSFU213N21 8 GB,,"4,2133","2,4",,,14.065,15
Silicon Power SP008GBSFU213N22 8 GB,,"4,2133","2,4",,,14.065,15
Silicon Power SP008GBSFU213X02 8 GB,,"4,2133","1,8",,,14.065,15
Silicon Power SP008GBSFU213X22 8 GB,,"4,2133","2,4",,,14.065,15
Silicon Power SP008GBSFU240B01 8 GB,,"4,2400","1,8",,,14.167,17
Silicon Power SP008GBSFU240B02 8 GB,49.04,"4,2400","1,8",6.13,,14.167,17
Silicon Power SP008GBSFU240N02 8 GB,,"4,2400","1,8",,,14.167,17
Silicon Power SP008GBSFU240N21 8 GB,,"4,2400","2,4",,,14.167,17
Silicon Power SP008GBSFU240N22 8 GB,,"4,2400","2,4",,,14.167,17
Silicon Power SP008GBSFU240X02 8 GB,,"4,2400","1,8",,,14.167,17
Silicon Power SP008GBSFU240X22 8 GB,,"4,2400","2,4",,,14.167,17
Silicon Power SP008GBSFU266B01 8 GB,,"4,2666","1,8",,,14.254,19
Silicon Power SP008GBSFU266N22 8 GB,,"4,2666","2,4",,,14.254,19
Silicon Power SP008GBSFU320B01 8 GB,,"4,3200","1,8",,,13.75,22
Silicon Power SP008GBSFU320B02 8 GB,,"4,3200","1,8",,,13.75,22
Silicon Power SP016GBSFU213B01 16 GB,,"4,2133","1,16",,,14.065,15
Silicon Power SP016GBSFU213B21 16 GB,,"4,2133","2,8",,,14.065,15
Silicon Power SP016GBSFU213B22 16 GB,,"4,2133","2,8",,,14.065,15
Silicon Power SP016GBSFU213X02 16 GB,,"4,2133","1,16",,,14.065,15
Silicon Power SP016GBSFU240B01 16 GB,,"4,2400","1,16",,,14.167,17
Silicon Power SP016GBSFU240B02 16 GB,,"4,2400","1,16",,,14.167,17
Silicon Power SP016GBSFU240B21 16 GB,,"4,2400","2,8",,,14.167,17
Silicon Power SP016GBSFU240F02 16 GB,,"4,2400","1,16",,,14.167,17
Silicon Power SP016GBSFU240X02 16 GB,,"4,2400","1,16",,,14.167,17
Silicon Power SP016GBSFU240X22 16 GB,,"4,2400","2,8",,,14.167,17
Silicon Power SP016GBSFU266B01 16 GB,,"4,2666","1,16",,,14.254,19
Silicon Power SP016GBSFU266B02 16 GB,,"4,2666","1,16",,,14.254,19
Silicon Power SP016GBSFU266F01 16 GB,,"4,2666","1,16",,,14.254,19
Silicon Power SP016GBSFU266X02 16 GB,132,"4,2666","1,16",8.25,,14.254,19
Silicon Power SP016GBSFU320B01 16 GB,,"4,3200","1,16",,,13.75,22
Silicon Power SP016GBSFU320B02 16 GB,,"4,3200","1,16",,,13.75,22
Silicon Power SP016GBSFU320B21 16 GB,,"4,3200","2,8",,,13.75,22
Silicon Power SP016GBSFU320B22 16 GB,,"4,3200","2,8",,,13.75,22
Silicon Power SP016GBSFU320F01 16 GB,,"4,3200","1,16",,,13.75,22
Silicon Power SP016GBSFU320F02 16 GB,,"4,3200","1,16",,,13.75,22
Silicon Power SP016GBSFU320X02 16 GB,,"4,3200","1,16",,,13.75,22
Silicon Power SP032GBSFU213B21 32 GB,,"4,2133","2,16",,,14.065,15
Silicon Power SP032GBSFU213B22 32 GB,,"4,2133","2,16",,,14.065,15
Silicon Power SP032GBSFU213X22 32 GB,,"4,2133","2,16",,,14.065,15
Silicon Power SP032GBSFU240B21 32 GB,,"4,2400","2,16",,,14.167,17
Silicon Power SP032GBSFU240B22 32 GB,,"4,2400","2,16",,,14.167,17
Silicon Power SP032GBSFU240X22 32 GB,,"4,2400","2,16",,,14.167,17
Silicon Power SP032GBSFU266B22 32 GB,,"4,2666","2,16",,,14.254,19
Silicon Power SP032GBSFU266F01 32 GB,,"4,2666","1,32",,,14.254,19
Silicon Power SP032GBSFU266F02 32 GB,,"4,2666","1,32",,,14.254,19
Silicon Power SP032GBSFU266F21 32 GB,,"4,2666","2,16",,,14.254,19
Silicon Power SP032GBSFU266X02 32 GB,,"4,2666","1,32",,,14.254,19
Silicon Power SP032GBSFU320B21 32 GB,,"4,3200","2,16",,,13.75,22
Silicon Power SP032GBSFU320B22 32 GB,,"4,3200","2,16",,,13.75,22
Silicon Power SP032GBSFU320F01 32 GB,,"4,3200","1,32",,,13.75,22
Silicon Power SP032GBSFU320F21 32 GB,,"4,3200","2,16",,,13.75,22
Silicon Power SP032GBSFU320F22 32 GB,,"4,3200","2,16",,,13.75,22
Silicon Power SP032GBSFU320X02 32 GB,,"4,3200","1,32",,,13.75,22
Silicon Power SP064GBSFU266F21 64 GB,,"4,2666","2,32",,,14.254,19
Silicon Power SP064GBSFU266F22 64 GB,,"4,2666","2,32",,,14.254,19
Silicon Power SP064GBSFU320F22 64 GB,,"4,3200","2,32",,,13.75,22
TEAMGROUP T-Force Vulcan 16 GB,,"5,5200","1,16",,Black,14.615,38
TEAMGROUP T-Force Vulcan 8 GB,,"5,5200","1,8",,Black,15.385,40
TEAMGROUP T-Force Vulcan 32 GB,,"5,5200","1,32",,Black,15.385,40
TEAMGROUP T-Force Vulcan 16 GB,,"5,5600","1,16",,Black,14.286,40
