name,price,screen_size,resolution,refresh_rate,response_time,panel_type,aspect_ratio
Samsung S19C450BR,,19,"1280,1024",,5,TN,5:4
Samsung S20C200B,,20,"1600,900",,5,TN,16:9
Samsung S22C200NY,,21.5,"1920,1080",,5,TN,16:9
Samsung S24B30BL,,23.6,"1920,1080",,5,TN,16:9
Samsung S24C370HL,,23.6,"1920,1080",,5,TN,16:9
Samsung S24C450DL,,23.6,"1920,1080",,5,,16:9
Samsung S27C350H,,27,"1920,1080",,5,TN,16:9
Samsung S27C450D,,27,"1920,1080",,5,,16:9
Samsung S27C500H,,27,"1920,1080",,5,,16:9
Hannspree HE195ABB,,18.5,"1366,768",,5,TN,16:9
Hannspree HE247DPB,,23.6,"1920,1080",,5,TN,16:9
Hannspree HS233H3B,,23,"1920,1080",120,3,,16:9
Hannspree HX193DPB,,19,"1280,1024",,5,TN,5:4
LG 19CNV42K-BL,,19,"1440,900",,5,,16:10
LG 22EA63T-P,,21.5,"1920,1080",,5,IPS,16:9
LG 22EC33T-B,,21.5,"1920,1080",,5,TN,16:9
LG 22EN43T-B,,21.5,"1920,1080",,5,TN,16:9
LG 23EA53V-P,,23,"1920,1080",,5,IPS,16:9
LG 23EA53V-P,,23,"1920,1080",,5,IPS,16:9
LG 23EN43T-B,,23,"1920,1080",60,5,TN,16:9
LG 24EB23PY-B,,24,"1920,1200",60,5,IPS,16:10
LG 24EN33TW-B,,23.6,"1920,1080",60,5,TN,16:9
LG 24EN33VW-B,,23.6,"1920,1080",60,5,,16:9
LG 27EA63V-P,,27,"1920,1080",60,5,IPS,16:9
LG 27EA63V-P,,27,"1920,1080",60,5,IPS,16:9
LG 27EA83-D,,27,"2560,1440",60,5,IPS,16:9
LG 27EC33V-B,,27,"1920,1080",60,5,IPS,16:9
LG 27EN43V-B,,27,"1920,1080",60,5,TN,16:9
LG 29EA93-P,,29,"2560,1080",60,5,IPS,21:9
LG 32WL30MS-B,,32,"1920,1080",60,25,IPS,16:9
LG D2343P-BN,,23,"1920,1080",60,5,IPS,16:9
LG D2343PB-BN,,23,"1920,1080",,5,,16:9
LG E2211PB-BN,,22,"1920,1080",,5,TN,16:9
LG E2411PB-BN,,24,"1920,1080",,5,,16:9
CTL 192LX,,19,"1280,1024",75,5,,5:4
CTL MTLP200,,20,"1600,900",,5,,16:9
CTL MTLP2151,,22,"1920,1080",,2,TN,16:9
CTL LP2361,,24,"1920,1080",,2,,16:9
CTL MTLP2701,,27,"1920,1080",,2,,16:9
DoubleSight DS-279W,,27,"2560,1440",60,6,IPS,16:9
Eizo CG243W-BK,,24.1,"1920,1200",60,,IPS,16:10
Eizo FS2333-BK,,23,"1920,1080",60,,IPS,16:9
Eizo S2202WH-BK,,22,"1680,1050",,5,,16:10
Eizo SX2262W-BK,,22,"1920,1200",,6,,16:10
Lenovo LI2221s,,21.5,"1920,1080",60,14,IPS,16:9
Lenovo LI2321S,,23,"1920,1080",60,14,IPS,16:9
Lenovo LI2721S,,27,"1920,1080",60,14,IPS,16:9
Lenovo LT1712p,,17,"1280,1024",75,5,TN,5:4
Lenovo LT2223p,,21.5,"1920,1080",60,5,TN,16:9
NEC EA234WMI-BK,,23,"1920,1080",75,6,,16:9
NEC P242W-BK,,24,"1920,1200",60,8,IPS,16:10
Philips 19B4LPCB/27,,19,"1280,1024",60,5,,5:4
Philips 19S4LSB/27,,19,"1280,1024",60,5,,5:4
Philips 220S4LSB,,22,"1680,1050",60,5,,16:10
Philips 221S3UCB,,21.5,"1920,1080",60,5,,16:9
Planar PLL2210W,,22,"1920,1080",,5,TN,16:9
Planar PXL2251MW,,21.5,"1920,1080",60,5,,16:9
Planar 997-6958-00,,19,"1280,1024",60,5,,5:4
Planar 997-7019-00,,22,"1920,1080",60,5,,16:9
Planar PXL2760MW,,27,"1920,1080",60,,,16:9
Planar 997-7188-00,,19,"1366,768",60,5,,16:9
V7 LED185W2S-9N,,19,"1366,768",,5,TN,16:9
V7 LED19W2S-9N,,19,"1440,900",,5,TN,16:10
V7 LED215W2S-9N,,22,"1920,1080",,5,TN,16:9
V7 LED236W3S-9N,,24,"1920,1080",,5,,16:9
V7 LED26W3S-9N,,26,"1920,1080",,5,,16:9
Gateway FHX2303LAbd,,23,"1920,1080",60,5,TN,16:9
Gateway HX1853Lb,,18.5,"1366,768",60,5,TN,16:9
NEC P242W-BK-SV,,24,"1920,1200",,8,IPS,16:10
Planar PLL2710W,,27,"1920,1080",,,,16:9
HP B6R49AS#ABA (x2401),,24,"1920,1080",60,12,,16:9
Acer B276HULymiidprz,,27,"2560,1440",60,6,IPS,16:9
HP 20xi,,20,"1600,900",60,7,IPS,16:9
HP 27xi,,27,"1920,1080",60,7,IPS,16:9
Acer B246HYL ymdpr,,23.8,"1920,1080",60,6,IPS,16:9
Asus PQ321Q,,31.5,"3840,2160",,8,,16:9
Acer T232HLbmidz ( UM.VT2AA.001),,23,"1920,1080",60,5,IPS,16:9
AOC aoc E2460SWHU,,23.6,"1920,1080",60,2,TN,16:9
AOC aocE960SWN,,18.5,"1366,768",60,5,TN,16:9
Acer B296CLbmiidprz,,29,"2560,1080",60,8,IPS,21:9
Acer B236HLymdr,,23,"1920,1080",60,6,IPS,16:9
Asus PA279Q,,27,"2560,1440",,6,IPS,16:9
Asus VN279Q,,27,"1920,1080",,5,TN,16:9
BenQ GL2250TM,,21.5,"1920,1080",,5,TN,16:9
Dell E2014H,,19.5,"1600,900",,5,TN,16:9
Acer UM.BV6AA.003,,17,"1280,1024",75,5,TN,5:4
Dell P2312H,,23,"1920,1080",60,5,TN,16:9
HP 22xi,,21.5,"1920,1080",60,7,IPS,16:9
HP Z24i,,24,"1920,1080",60,8,IPS,16:9
HP Z22i,,21.5,"1920,1080",60,8,IPS,16:9
Hannspree HL273HPB,,27,"1920,1080",60,2,TN,16:9
LG LG-D2343PB-BN,,23,"1920,1080",60,14,IPS,16:9
Lenovo 4434HE-B,,19,"1280,1024",60,5,IPS,5:4
Philips 272P4QPJKEB/27,,27,"2560,1440",60,12,PLS,16:9
Philips 298P4QJEB/27,,29,"2560,1080",60,5,IPS,21:9
Samsung S24B240K,,23.6,"1920,1080",60,5,TN,16:9
Samsung S24C450DW,,24,"1920,1200",60,5,TN,16:10
V7 D185W1-8N,,18.5,"1366,768",60,5,,16:9
AOC e2752She,,27,"1920,1080",60,2,TN,16:9
LG 29EB73-P,,29,"2560,1080",75,5,IPS,21:9
Planar 997-7244-00,,17,"1280,1024",60,5,TN,5:4
BenQ XL2411T,,24,"1920,1080",144,5,TN,16:9
AOC E2360SD,,23,"1920,1080",60,5,TN,16:9
Acer UM.VV6AA.C01,,23,"1920,1080",60,5,,16:9
Acer UM.VV6AA.C02,,23,"1920,1080",60,5,,16:9
Asus PB298Q,,29,"2560,1080",60,5,IPS,21:9
BenQ VW2235H,,21.5,"1920,1080",,6,,16:9
HP C9E54AA#ABA,,18.5,"1366,768",60,5,TN,16:9
Hannspree HL163ABB,,15.6,"1366,768",60,,TN,16:9
LG 23MD53D,,23,"1920,1080",60,5,IPS,16:9
LG 29EA73-P,,29,"2560,1080",60,5,IPS,21:9
LG D2743P-BN,,27,"1920,1080",60,5,IPS,16:9
LG DM2352D-PN,,23,"1920,1080",60,5,IPS,16:9
LG TM2792D-SN,,27,"1920,1080",75,5,IPS,16:9
ViewSonic VG2039m-LED,,20,"1600,900",60,5,TN,16:9
Asus PB248Q,,24.1,"1920,1200",60,6,IPS,16:10
NEC AS193i-BK,,19,"1280,1024",60,14,IPS,5:4
HP L2045w,,20.1,"1680,1050",60,5,TN,16:10
AOC I2269VW,,21.5,"1920,1080",60,5,IPS,16:9
Acer S242HLBwid,,24,"1920,1080",60,5,TN,16:9
Asus VX229H,,21.5,"1920,1080",60,5,TN,16:9
BenQ BL2710PT,,27,"2560,1440",60,12,VA,16:9
CTL MTDP3001,,30,"2560,1600",,6,,16:10
HP HP LA2205WG-NEW,,22,"1680,1050",60,,TN,16:10
HP E3F38A8#ABA,,23,"1920,1080",60,5,TN,16:9
NEC AS222WM-BK,,21.5,"1920,1080",60,5,TN,16:9
NEC PA242W-BK,,24,"1920,1200",60,8,IPS,16:10
Samsung S24C650PL,,23.6,"1920,1080",60,5,PLS,16:9
Samsung S27C650P,,27,"1920,1080",60,4,PLS,16:9
LG 19CNV42K-B,,19,"1440,900",60,5,,16:10
NEC MD242C2,,24,"1920,1200",60,8,IPS,16:10
Samsung S27C390H,,27,"1920,1080",60,5,TN,16:9
Yamakasi DS270 IPS SE,,27,"2560,1440",60,6,IPS,16:9
QNIX Perfect Pixel QX2710 Matte,,27,"2560,1440",60,8,PLS,16:9
QNIX QX2710 DisplayPort Matte,,27,"2560,1440",60,8,PLS,16:9
LG W2452T-TF,,24,"1920,1200",60,2,,16:10
Crossover 2763AMG,,27,"2560,1440",60,6,IPS,16:9
Crossover 27Q LED-P,,27,"2560,1440",60,,IPS,16:9
Crossover 27Q LED-P BLADE,,27,"2560,1440",60,6,IPS,16:9
Crossover 27QD LED Blade,,27,"2560,1440",60,6,IPS,16:9
Crossover 27QW HDMI IPS LED,,27,"2560,1440",60,6,IPS,16:9
Crossover 27QW IPS LED,,27,"2560,1440",60,6,IPS,16:9
Crossover 27QW IPS LED Perfect,,27,"2560,1440",60,6,IPS,16:9
Crossover BLACK TUNE 2735AMG,,27,"2560,1440",60,6,IPS,16:9
Crossover BLACK TUNE 30X DRIVER,,30,"2560,1600",60,6,IPS,16:10
Crossover Black Tune 2755 AMG,,27,"2560,1440",60,6,IPS,16:9
Crossover Black Tune 30X-P Pivot Driver,,30,"2560,1600",60,6,IPS,16:10
Crossover 290HD IPS LED,,29,"2560,1080",60,5,IPS,21:9
Yamakasi 300 Sparta LED Premium,,30,"2560,1600",60,6,IPS,16:10
Yamakasi DS270,,27,"2560,1440",60,6,IPS,16:9
Yamakasi DS270 IPS SE Perfect,,27,"2560,1440",60,6,IPS,16:9
Yamakasi Q270 SE,,27,"2560,1440",60,6,IPS,16:9
Yamakasi QH2711 DP Black Label,,27,"2560,1440",60,6,IPS,16:9
QNIX QX2710 LED EVOLUTION II DPORT,,27,"2560,1440",60,8,PLS,16:9
QNIX QX2710 Perfect Pixel,,27,"2560,1440",60,8,PLS,16:9
Acer H276HLbmid,,27,"1920,1080",60,5,IPS,16:9
Eizo FG2421-BK,,23.5,"1920,1080",240,1,,16:9
Samsung S27C450D,,27,"1920,1080",60,5,TN,16:9
HP NV23(E1K96AA#ABA),,23,"1920,1080",60,7,IPS,16:9
NEC PA302W-BK,1942.56,30,"2560,1600",60,6,IPS,16:10
Philips 19B4LCB5,,19,"1280,1024",60,5,TN,5:4
Philips 19S4LSB5,,19,"1280,1024",60,5,TN,5:4
Planar 997-7145-00,,27,"2560,1440",60,,IPS,16:9
Achieva QH2700-IPSMS DP Thunderbolt Perfect Pixel,,27,"2560,1440",60,,IPS,16:9
Achieva QH2700-IPSMS LITE EDGE,,27,"2560,1440",60,6,IPS,16:9
Crossover 27QW HDMI PERFECT PIXEL,,27,"2560,1440",60,6,IPS,16:9
QNIX QX2710 Evolution II Matte Perfect,,27,"2560,1440",60,8,PLS,16:9
QNIX QX2710 LED EVOLUTION II DP MULTI,,27,"2560,1440",60,8,PLS,16:9
QNIX QX2710 LED EVOLUTION II DP MULTI PERFECT,,27,"2560,1440",60,8,PLS,16:9
Yamakasi DS270 IPS PERFECT PIXEL,,27,"2560,1440",60,6,IPS,16:9
Yamakasi DS270 IPS SE (Perfect Pixel),,27,"2560,1440",60,6,IPS,16:9
Dell E2014T,,19.5,"1600,900",60,2,TN,16:9
HP L2206tm,,21.5,"1920,1080",60,5,,16:9
ViewSonic TD2420,,23.6,"1920,1080",,5,,16:9
Acer UM.HT2AA.002,,27,"2560,1440",60,5,,16:9
Acer UM.HB6AA.A01,,27,"2560,1440",60,6,IPS,16:9
Acer T272HL bmidz,,27,"1920,1080",60,5,,16:9
Acer T232HLbmidz,,23,"1920,1080",60,5,IPS,16:9
Dell S2340T,,23,"1920,1080",60,8,IPS,16:9
Eizo EV2316WFS-BK,,23,"1920,1080",60,5,TN,16:9
HP 23tm,,23,"1920,1080",,7,,16:9
Hannspree HT231DPBU,,23,"1920,1080",,5,,16:9
Hannspree HT231HPBU,,23,"1920,1080",,5,,16:9
NEC V322-AVT,,32,"1366,768",60,8,,16:9
Planar 997-7273-00,,32,"1920,1080",60,,,16:9
Samsung S24C770T,,24,"1920,1080",,5,,16:9
Asus SD222-YA,,21.5,"1920,1080",60,,,16:9
NEC PA302W,,30,"2560,1600",,6,IPS,16:10
Samsung S22C150N,,21.5,"1920,1080",,5,TN,16:9
3M M2256PW,,22,"1680,1050",,8,,16:10
3M C2254PW,,22,"1680,1050",,8,,16:10
Samsung NC191-T,,19,"1280,1024",,5,,5:4
ViewSonic TD2740,,27,"1920,1080",,12,,16:9
Samsung MD32C,,32,"1920,1080",60,8,,16:9
Samsung NC241-T,298,23.6,"1920,1080",,5,,16:9
BenQ GL2450HT,,24,"1920,1080",60,5,TN,16:9
Dell UP2414Q,,23.8,"3840,2160",60,6,IPS,16:9
HP ProDisplay Smartbuy P231,,23,"1920,1080",60,5,TN,16:9
NEC PA272W,,27,"2560,1440",85,6,IPS,16:9
Philips C271P4QPJEW,,27,"1920,1080",60,12,,16:9
Samsung S27B971D,,27,"2560,1440",60,5,PLS,16:9
ViewSonic VA2349S,,23,"1920,1080",60,5,IPS,16:9
CTL MTLP2000,,20,"1600,900",60,2,,16:9
HP D7P94A4#ABA,,30,"2560,1600",60,8,IPS,16:10
HP D7Q13A4#ABA,,23,"1920,1080",60,8,IPS,16:9
HP D9E49AA#ABA,,21.5,"1920,1080",60,7,IPS,16:9
HP E2T08A6#ABA,249,21.5,"1920,1080",60,5,,16:9
Lenovo 60AAHAR1US,,19,"1280,1024",,7,,5:4
Planar PXL2240MW,,22,"1920,1080",,5,,16:9
Planar 997-7451-00,,19,"1280,1024",60,5,,5:4
ViewEra V197TP,,19,"1280,1024",,5,,5:4
NEC EA193MI-BK,,19,"1280,1024",75,6,IPS,5:4
Acer G237HLbi,,23,"1920,1080",60,6,IPS,16:9
NEC E224WI-BK,,21.5,"1920,1080",76,6,IPS,16:9
NEC E243WMi-BK,,23.8,"1920,1080",60,5,IPS,16:9
NEC EA274WMI-BK,,27,"2560,1440",60,6,IPS,16:9
NEC PA272W-BK-SV,,27,"2560,1440",85,6,IPS,16:9
ViewSonic VP2772,499.99,27,"2560,1440",60,12,IPS,16:9
HP E4S07AA#ABA,,23,"1920,1080",60,5,TN,16:9
Asus VN289H,,28,"1920,1080",60,5,VA,16:9
Asus VN289Q,,28,"1920,1080",60,5,VA,16:9
LG 22MB35PU-B,,22,"1920,1080",60,5,TN,16:9
LG 24MB35PU-B,,23.8,"1920,1080",60,5,IPS,16:9
AOC E2060SWDA-TAA,,20,"1600,900",60,5,TN,16:9
AOC E2460SD-TAA,,24,"1920,1080",60,5,TN,16:9
Dell P1913,,19,"1440,900",60,5,TN,16:10
HP D7P92A8#ABA,,27,"2560,1440",60,8,IPS,16:9
HP F0W81AA#ABA,,24,"1920,1200",60,8,IPS,16:10
HP F4M97A8#ABA,,17,"1280,1024",60,5,TN,5:4
Lenovo LT1953,,19,"1440,900",60,5,TN,16:10
Lenovo 60B0HAR1US,,23,"1920,1080",60,5,TN,16:9
Lenovo 60B9HAR1US,,20,"1600,900",60,5,TN,16:9
LG 22MB35D-B,,22,"1920,1080",60,5,TN,16:9
LG 22MB35P-B,,22,"1920,1080",60,5,TN,16:9
LG 22MB65P-B,,22,"1680,1050",60,5,TN,16:10
LG 24M34D-B,,23.6,"1920,1080",60,5,TN,16:9
LG 24M45H,,24,"1920,1080",60,5,TN,16:9
LG 27MB65PY-B,,27,"1920,1080",60,5,TN,16:9
NEC E171M-BK,249.99,17,"1280,1024",60,5,TN,5:4
Samsung S24C650DW,,24,"1920,1200",60,5,PLS,16:10
Acer B206HQL ymdh,,19.5,"1600,900",60,5,TN,16:9
Acer G227HQLbi,,21.5,"1920,1080",60,6,IPS,16:9
Hannspree HX194DPB,,19,"1280,1024",60,5,TN,5:4
LG 24MB35DM-B,,23.8,"1920,1080",60,5,IPS,16:9
LG 24MB35P-B,176.89,23.8,"1920,1080",60,5,IPS,16:9
LG 24MB35PY-B,,23.8,"1920,1080",60,5,IPS,16:9
LG 25UM64-S,,25,"2560,1080",60,14,IPS,21:9
LG 29UB65-P,,29,"2560,1080",60,5,IPS,21:9
BenQ RL2240H,,21.5,"1920,1080",60,5,TN,16:9
BenQ RL2240HE,,21.5,"1920,1080",60,1,TN,16:9
Acer B326HUL ymiidphz,,32,"2560,1440",60,6,VA,16:9
BenQ PG2401PT,,24.1,"1920,1200",60,5,IPS,16:10
HP E2T08AA#ABA,,21.5,"1920,1080",60,5,TN,16:9
HP E9Q82A8#ABA,,24,"1920,1200",60,12,IPS,16:10
HP F3J72A8#ABA,,23,"1920,1080",60,7,IPS,16:9
Lenovo 60B8AAR6US,,18.5,"1366,768",60,5,TN,16:9
Acer V246HL Bmid,,24,"1920,1080",60,5,TN,16:9
HP D7R00A8#ABA,,27,"2560,1440",60,12,IPS,16:9
HP E9Q82A4#ABA,,24,"1920,1200",60,12,IPS,16:10
LG 24MP55HQ-P,,23.8,"1920,1080",60,5,IPS,16:9
LG 27MP34HQ-B,,27,"1920,1080",60,5,IPS,16:9
NEC PA272W-SV,,27,"2560,1440",85,6,IPS,16:9
Samsung S24C650BW,,24,"1920,1200",60,5,PLS,16:10
HP D7R00A4#ABA,,27,"2560,1440",60,7,IPS,16:9
LG 22M35D,,22,"1920,1080",60,5,TN,16:9
AOC I2421VWH,,24,"1920,1080",60,5,IPS,16:9
AOC U2868PQU,,28,"3840,2160",60,1,TN,16:9
Asus VN289QL,,28,"1920,1080",60,5,VA,16:9
Asus VT207N,,19.5,"1600,900",,5,,16:9
Dell E2015HV,,19.5,"1600,900",60,5,,16:9
Eizo S1923H-BK,,19,"1280,1024",60,13,VA,5:4
Eizo T2381W,,23,"1920,1080",60,6,IPS,16:9
HP L2206tm,,21.5,"1920,1080",60,5,TN,16:9
HP C4D27AA#ABA,,27,"1920,1080",60,7,IPS,16:9
HP D7P92A4#ABA,,27,"2560,1440",76,8,IPS,16:9
HP E5Z68AA#ABA,,23.6,"1920,1080",60,5,,16:9
HP F7M93UC#ABA,,23,"1920,1080",60,8,IPS,16:9
HP NV24,,23.8,"1920,1080",60,7,IPS,16:9
LG 19MB35D-B,,19,"1280,1024",60,5,IPS,5:4
LG 24MB35D-B,,23.8,"1920,1080",60,5,IPS,16:9
LG 27MP35VQ-B,,27,"1920,1080",60,5,IPS,16:9
Philips 271S4LPYEB,,27,"1920,1080",60,5,TN,16:9
Philips 298X4QJAB/27,,29,"2560,1080",60,5,IPS,21:9
Planar 997-7305-00,,19.5,"1600,900",60,5,TN,16:9
Planar LA2250RTPW,,21.5,"1920,1080",75,14,,16:9
Planar 997-7602-00,,27,"1920,1080",60,14,,16:9
Planar 997-7685-00,,28,"3840,2160",60,5,TN,16:9
Planar 997-7687-00,,20,"1600,900",60,5,,16:9
Planar 997-7698-00,,23,"1920,1080",60,14,TN,16:9
Samsung S32D850T,,32,"2560,1440",60,5,VA,16:9
V7 L18500WS-9N,,18.5,"1366,768",60,5,TN,16:9
V7 L23600WHS-9N,,23.6,"1920,1080",60,5,TN,16:9
HP E2T08A8#ABA,,21.5,"1920,1080",60,5,TN,16:9
HP G9W86A6#ABA,,18.5,"1366,768",60,5,TN,16:9
Acer G276HL Gbmid,,27,"1920,1080",60,6,TN,16:9
Acer B286HK ymjdpprz,,28,"3840,2160",60,2,TN,16:9
HP F0W81A8,,24,"1920,1200",60,8,IPS,16:10
ViewSonic VA2445m-LED,,24,"1920,1080",60,5,TN,16:9
ViewSonic VX2858Sml,,28,"1920,1080",60,6,VA,16:9
Acer XB280HK,,28,"3840,2160",60,1,TN,16:9
LG 27MB85R-B,,27,"2560,1440",60,5,IPS,16:9
Acer XB280HK bprz,,28,"3840,2160",60,1,TN,16:9
Asus PA238QR,,23,"1920,1080",60,6,IPS,16:9
LG 23ET63B-W,,23,"1920,1080",60,5,IPS,16:9
LG 25UM64-S,,25,"2560,1080",60,5,IPS,21:9
LG 34UM65,,34,"2560,1080",60,14,IPS,21:9
Acer UM.HT2AA.002 (T272HUL bmidpcz),,27,"2560,1440",60,5,VA,16:9
Eizo S1933H-BK,,19,"1280,1024",60,14,IPS,5:4
Philips 272G5DYEB,,27,"1920,1080",144,5,TN,16:9
Planar PXL2470MW,,23.6,"1920,1080",60,14,IPS,16:9
Gateway FHX2153L,,21.5,"1920,1080",60,5,TN,16:9
Wasabi Mango QHD275 SUPREME,,27,"2560,1440",60,6,IPS,16:9
AOC P2370SD,,23,"1920,1080",60,7,IPS,16:9
Dell E2414Hx,,24,"1920,1080",60,5,TN,16:9
Eizo CX241-BK-CN,,24.1,"1920,1200",60,8,IPS,16:10
HP F9Z10AA#ABA,,23,"1920,1080",60,8,IPS,16:9
LG 27MB85Z-B,,27,"2560,1440",60,5,IPS,16:9
Planar PLL1910M,,19,"1280,1024",60,14,,5:4
V7 L27000WHS-9N,,27,"1920,1080",60,5,,16:9
ViewSonic VA2455Sm,,23.6,"1920,1080",60,9,IPS,16:9
Lenovo LI2821,,28,"3840,2160",60,5,TN,16:9
Acer T232HL Abmjjz,,23,"1920,1080",60,5,IPS,16:9
CTL MTIP2152,,21.5,"1920,1080",60,6,IPS,16:9
HP E221i,,21.5,"1920,1080",60,8,IPS,16:9
BenQ BL3201PH,,32,"3840,2160",60,4,IPS,16:9
Acer UM.FB6AA.003,,24,"1920,1200",60,6,IPS,16:10
AOC E2727SHE,,27,"1920,1080",60,2,TN,16:9
HP K1M38AA,,27,"1920,1080",60,14,IPS,16:9
LG 27MP33HQ,,27,"1920,1080",60,5,IPS,16:9
ViewSonic VA1917A,,18.5,"1366,768",60,5,TN,16:9
ViewSonic VA951S,,19,"1280,1024",60,14,TN,5:4
ViewSonic VG2438SM,,24,"1920,1200",60,5,PLS,16:10
ViewSonic VG939SM,,19,"1280,1024",60,14,IPS,5:4
ViewSonic VA2465SMH,,23.6,"1920,1080",60,7,VA,16:9
Samsung S22A650S,,21.5,"1920,1080",60,4,,16:9
Monoprice 12156,,28,"3840,2160",60,1,TN,16:9
Acer UM.FV6AA.006,,24,"1920,1200",60,6,,16:10
Acer B276HK YMJDPPRZ,,27,"3840,2160",60,6,IPS,16:9
Philips 247E4LHAB,,23.6,"1920,1080",60,2,TN,16:9
AOC E2476VWM6,,23.6,"1920,1080",60,1,TN,16:9
Asus PB279Q,,27,"3840,2160",60,5,IPS,16:9
HP S231d,,23,"1920,1080",60,7,,16:9
ViewSonic VA2855SMH,,28,"1920,1080",60,7,VA,16:9
Acer S277HK wmidpp,,27,"3840,2160",60,4,IPS,16:9
Planar 997-7848-00,,24,"1920,1080",60,5,IPS,16:9
Samsung S24E360HL,,23.6,"1920,1080",60,4,PLS,16:9
Acer XB270HA,,27,"1920,1080",144,1,TN,16:9
Dell P2314T,789,23,"1920,1080",60,8,IPS,16:9
Monoprice 12178,,24,"1920,1080",144,1,TN,16:9
LG 27MP57HT,,27,"1920,1080",60,5,IPS,16:9
LG 27MP67HQ,,27,"1920,1080",60,5,IPS,16:9
Acer H257HU SMIDPX,,25,"2560,1440",60,4,IPS,16:9
LG 24MC37D-B,,23.5,"1920,1080",60,5,TN,16:9
LG 24MC57HQ-P,,23.8,"1920,1080",60,5,IPS,16:9
Acer B246HQL Aymidr,,23.6,"1920,1080",60,6,IPS,16:9
Acer V246HQL Cbd,249,23.6,"1920,1080",60,5,TN,16:9
LG 25UM57-P,,25,"2560,1080",60,5,IPS,21:9
LG 29UM67P,,29,"2560,1080",60,5,IPS,21:9
Philips 272S4LPJCB/27,,27,"2560,1440",60,5,TN,16:9
Acer CB280HK bmjdppr,,28,"3840,2160",60,1,TN,16:9
HP Z27q,,27,"5120,2880",60,14,IPS,16:9
LG 24MP77HM-P,,23.8,"1920,1080",60,5,IPS,16:9
LG 27MP77HM-P,,27,"1920,1080",60,5,IPS,16:9
Acer S200HQL GBD,,19.5,"1920,1080",60,8,VA,16:9
Acer V246HQL Cbid,,23.6,"1920,1080",60,5,TN,16:9
HP K0Q34AA#ABA,,23.6,"1920,1080",60,8,IPS,16:9
NEC EA274WMI-BK-SV,,27,"2560,1440",60,6,IPS,16:9
Samsung S24E390HL,,23.6,"1920,1080",60,4,PLS,16:9
Samsung S27E360H,,27,"1920,1080",60,4,PLS,16:9
Samsung S29E790C,,29,"2560,1080",60,4,VA,21:9
ViewSonic VG2847SMH,,28,"1920,1080",60,7,VA,16:9
Acer K242HQKbmjdp,,23.6,"3840,2160",60,4,IPS,16:9
Acer K242HQL BBID,,23.6,"1920,1080",60,5,TN,16:9
Planar PXL2271MW,,22,"1920,1080",60,2,IPS,16:9
HP C4D29AA,,21.5,"1920,1080",60,7,IPS,16:9
HP K7X31AA#ABA,,23,"1920,1080",60,5,,16:9
HP L1E32A8#ABA,,20,"1600,900",60,5,TN,16:9
LG 22MC37D-B,,21.5,"1920,1080",60,5,TN,16:9
Planar PXL2270MW,141.61,21.5,"1920,1080",60,5,IPS,16:9
Samsung S24E310HL,,23.6,"1920,1080",60,8,TN,16:9
ViewSonic VG2233SMH,,22,"1920,1080",60,4,IPS,16:9
Acer S275HL bmii (UM.HS5AA.001),,27,"1920,1080",60,6,IPS,16:9
Acer V206WQL bd,,19.5,"1440,900",60,6,IPS,16:10
Lenovo 60C9MAR1US,,24,"1920,1200",60,7,IPS,16:10
Asus VN248Q-P,,23.8,"1920,1080",60,5,IPS,16:9
Asus VN289QR,,28,"1920,1080",60,5,IPS,16:9
LG 22MB35DM-I,,21.5,"1920,1080",60,5,IPS,16:9
LG 22MB35PU-I,,21.5,"1920,1080",60,5,IPS,16:9
LG 34UB67-B,,34.1,"2560,1080",60,5,IPS,21:9
Eizo CG277-BK,,27,"2560,1440",60,6,IPS,16:9
Eizo CX271-BK,,27,"2560,1440",60,6,IPS,16:9
Dell Alienware AW2310,,23,"1920,1080",120,3,TN,16:9
Asus C422AQ,,21.5,"1920,1080",60,5,IPS,16:9
Asus VE228TLB,,21.5,"1920,1080",60,5,TN,16:9
BenQ BL2711U,,27,"3840,2160",60,4,IPS,16:9
Lenovo 60D2HAR1US,,19,"1280,1024",60,7,IPS,5:4
LG 22MB35D-I,,21.5,"1920,1080",60,5,IPS,16:9
LG 22MB35P-I,158.14,21.5,"1920,1080",60,5,IPS,16:9
LG 22MB35Y-I,,21.5,"1920,1080",60,5,IPS,16:9
LG 27MC37HQ-B,,27,"1920,1080",60,5,IPS,16:9
LG 27MP36HQ-B,,27,"1920,1080",60,5,IPS,16:9
LG 27MP37VQ-B,,27,"1920,1080",60,5,IPS,16:9
NEC AS203WMi-BK,188.99,20,"1600,900",60,14,IPS,16:9
NEC AS242W-BK,169.6,23.6,"1920,1080",60,5,TN,16:9
NEC PA322UHD-BK,,31.5,"3840,2160",60,10,IPS,16:9
ViewSonic VA2452Sm,,23.6,"1920,1080",60,7,VA,16:9
ViewSonic VG2437SMC,,23.6,"1920,1080",60,7,VA,16:9
Acer XB270HU Abprz,,27,"2560,1440",144,4,TN,16:9
Acer H277H smidx,,27,"1920,1080",60,4,IPS,16:9
HP J3G14A4#ABA,,27,"5120,2880",60,14,IPS,16:9
HP Z27n,,27,"2560,1440",60,14,IPS,16:9
NEC PA322UHD-BK-SV,,31.5,"3840,2160",60,10,IPS,16:9
Samsung S22E650D,,21.5,"1920,1080",60,4,PLS,16:9
Samsung S27E650D,,27,"1920,1080",60,4,PLS,16:9
Philips 272P4APJKEB,,27,"2560,1440",60,5,VA,16:9
