name,price,type,frequency_response,microphone,wireless,enclosure_type,color
SteelSeries Siberia 350 (Black/Orange),,Circumaural,"20,28",true,false,Closed,Black / Orange
SteelSeries Siberia 350 (White/Black),,Circumaural,"20,28",true,false,Closed,White / Black
1MORE Triple Driver Lightning (Silver),,In Ear,"20,40",true,false,Closed,Silver
Avantree Audition,,Circumaural,"20,20",false,true,Closed,Black / Red
Razer Adaro,,In Ear,"20,20",false,false,Closed,Black / Green
Sunbeam SEB-2014,,In Ear,,true,false,Closed,Purple
Sunbeam SEB-2014,,In Ear,,true,false,Closed,Black / Orange
Sunbeam SEB-2014,,In Ear,,true,false,Closed,Black / Red
Sunbeam SEB-2014,,In Ear,,false,false,Closed,Black
Klipsch R6m,,In Ear,"10,19",true,false,Closed,Black / Silver
Panasonic RPHJX20-K,,In Ear,,false,false,Closed,Black
Panasonic RPHJX5-R,,In Ear,,false,false,Closed,Black / Red
ARCTIC P533 PENTA,,Circumaural,"20,20",true,false,Closed,Black / Orange
Creative Labs Sound Blaster Tactic3D Alpha,,Circumaural,,true,false,Closed,Black
Creative Labs Sound Blaster Tactic3D Sigma,,Circumaural,,true,false,Closed,Black
Creative Labs Sound BlasterX H3,,Circumaural,"20,20",true,false,Closed,Black / Red
Corsair VOID PRO Surround (Black/Red),,Circumaural,"20,20",true,false,Closed,Black / Red
Hercules HDP DJ-Pro M1001,,Circumaural,"5,30",false,false,Closed,Black / Blue
Cyber Acoustics AC-968,,Circumaural,"20,20",true,false,Closed,Black
Sennheiser M2 OEi Black,,Supra-aural,"16,22",true,false,Closed,Black / Silver
Sennheiser M2 OEi Brown,,Supra-aural,"16,22",true,false,Closed,Brown / Black
Sennheiser M2 AEi Black,,Supra-aural,"16,22",true,false,Closed,Black / Silver
Sennheiser M2 OEBT Black,,Supra-aural,,false,true,Closed,Black / Silver
SteelSeries Siberia 200,,Circumaural,"10,28",true,false,Closed,Black / Purple
Sony XBA-NC85D,,In Ear,"5,20",false,false,Closed,Black
Skullcandy S6HSGY-378,,Circumaural,,false,false,Closed,White / Black
Skullcandy S6HSGY-384,,Circumaural,,false,false,Closed,White / Black
Skullcandy S6AGDZ-150,,Circumaural,"18,20",false,false,Closed,Red / Amber
Turtle Beach P11,,Circumaural,"20,20",true,false,Closed,Black / Red
Turtle Beach XP510,,Circumaural,"20,20",true,true,Closed,Black / Green
Sony MDRXB450AP/B,,Supra-aural,"5,22",true,false,Closed,Black
Sennheiser M2 AEBT Black,,Circumaural,"16,22",true,true,Closed,Black / Silver
Skullcandy S6HSGY-367,,Circumaural,,false,false,Closed,Camo
Sennheiser GSP 350,,Circumaural,"15,26",true,false,Closed,Black / Red
Sennheiser GSP 303,,Circumaural,"15,26",true,false,Closed,Black / Red
Sennheiser GSP 301,,Circumaural,"15,26",true,false,Closed,Black / White
Sennheiser GSP 302,,Circumaural,"15,26",true,false,Closed,Black
Etymotic Research ER3 Studio Edition,109.98,In Ear,"20,16",false,false,Closed,
Etymotic Research ER3 Extended Response,129.88,In Ear,"20,16",false,false,Closed,
Etymotic Research ER4 Extended Response,189.88,In Ear,"20,16",false,false,Closed,
Cougar MEGARA,,Earbud,"20,20",true,false,Closed,Black / Orange
Cougar IMMERSA,,Circumaural,"20,20",true,false,Closed,Black / Orange
Corsair HS50,,Circumaural,"20,20",true,false,Closed,Black / Blue
Monoprice Monolith M560,,Circumaural,"16,40",false,false,Closed,Black / Brown
Monoprice Monolith M565,,Circumaural,"10,45",false,false,Open,Black / Brown
Panasonic RP-HJE125-V,10.97,Earbud,"10,24",false,false,Closed,Purple
Panasonic RP-HJE125-Y,,Earbud,,false,false,Closed,Yellow
Panasonic RP-HJE125-Z,10.99,Earbud,,false,false,Closed,Blue
Etekcity Scroll H5GX,,Circumaural,"20,20",true,false,Closed,Black / Red
Sades A70,,Circumaural,"20,20",true,false,Closed,White / Blue
Audio-Technica ATH-WS1100IS,,Circumaural,"5,40",true,false,Semi-open,
Logitech G933 Artemis Spectrum Andromeda,,Circumaural,"20,20",true,true,Closed,White / Blue
LyxPro HAS-30,59.99,Circumaural,"15,26",false,false,Closed,Black
Turtle Beach Stealth 420X,,Circumaural,"20,20",true,true,Closed,Black / Green
Corsair HS60 Surround (Black),,Circumaural,"20,20",true,false,Closed,Black
Corsair HS70,,Circumaural,,true,true,Closed,White / Black
Corsair HS70 SE,,Circumaural,,true,true,Closed,Black / Beige
Sony WHH900N/R,,Circumaural,,false,true,Closed,Red
SIVGA SVIGA SV007,,Circumaural,"20,20",false,false,Closed,Brown / Black
Sony MDRXB550AP/L,,Supra-aural,"5,22",true,false,Closed,Blue
Logitech G433 (Blue),,Circumaural,"20,20",true,false,Open,Blue
Logitech G433 (Camo Blue),,Circumaural,"20,20",true,false,Open,Black
SHARKOON SKILLER SGH1,,Circumaural,"20,20",true,false,Closed,Black / Blue
Audeze Mobius,,Circumaural,"10,50",true,true,Closed,Brown / Black
Audeze Mobius,,Circumaural,"10,50",true,true,Closed,Blue / Black
House of Marley Buffalo Soldier,,Supra-aural,,true,true,Closed,Beige / Black
LucidSound LS31,,Circumaural,"20,20",true,true,Closed,Gray
LucidSound LS25,,Circumaural,"20,20",true,false,Closed,Black / Red
LucidSound LS35X,,Circumaural,"20,20",true,true,Closed,Black
Cougar Phontum,,Circumaural,"20,20",true,false,Closed,Black / Orange
Adesso Xtream G2,39.65,Circumaural,"20,20",true,false,Closed,Black / Silver
Adesso Xtream G3,,Circumaural,"15,20",true,false,Closed,Black / Blue
Adesso Xtream G4,153.27,Circumaural,"20,2",true,false,Closed,Black / Silver
Inland 6000,,Circumaural,"20,20",true,false,Closed,Silver / Black
Avermedia SonicWave GH335,,Circumaural,"20,20",true,false,Closed,Black
Avermedia SonicWave 7.1 GH337,,Circumaural,"20,20",true,false,Closed,Black / Red
IOGEAR Kaliber Gaming NUKLEUS,35.94,Circumaural,"20,20",true,false,Closed,Black
Cougar PHONTUM ESSENTIAL,,Circumaural,"20,20",true,false,Closed,Black
Koss SB42,59.99,Circumaural,"20,20",true,false,Closed,Black
Aula SI-G91V,,Circumaural,,true,false,Closed,Black / Blue
Asus TUF Gaming H5,,Circumaural,"20,20",true,false,Closed,Black / Gold
Creative Labs SUPER X-FI AIR C,,Circumaural,"20,20",true,false,Closed,Black / Blue
Creative Labs SUPER X-FI AIR,,Circumaural,"20,20",true,true,Closed,White / Black
Cougar IMMERSA TI,,Circumaural,,true,false,Closed,Black / Orange
Inland 87070,,Supra-aural,"20,20",true,false,Closed,Black
Corsair HS50 PRO STEREO,,Circumaural,"20,20",true,false,Closed,Black / Blue
Corsair HS50 PRO STEREO,,Circumaural,"20,20",true,false,Closed,Black / Green
HP OMEN 800,,Circumaural,"20,20",true,false,Open,Black / Red
Kensington 33323,,Supra-aural,,true,false,Closed,Black
Syba Oblanc U.F.O.,,Circumaural,"20,18",true,false,Closed,Black
Audio-Technica ATH-SR30BTGY,,Circumaural,"5,35",true,true,Closed,White / Silver
Audio-Technica ATH-SR50BTBW,,Circumaural,"5,40",true,true,Closed,White / Silver
Audio-Technica ATH-SR50BTBK,,Circumaural,"5,40",true,true,Closed,Black
Corsair VOID ELITE SURROUND,,Circumaural,"20,30",true,false,Closed,Black
Acer Predator Galea 300,,Circumaural,"20,20",true,false,Closed,Black
Audio-Technica SonicFuel CLR100iS,14.99,In Ear,"20,25",true,false,Closed,Blue
Audio-Technica SonicFuel CLR100iS,,In Ear,"20,25",true,false,Closed,Green
Audio-Technica SonicFuel CLR100iS,,In Ear,"20,25",true,false,Closed,Pink
Audio-Technica Solid Bass CKS550iS,,In Ear,"5,24",true,false,Closed,Blue
Audio-Technica Solid Bass CKS550iS,,In Ear,"5,24",true,false,Closed,Red
Audio-Technica Sound Reality CKR90iS,,In Ear,"5,42",true,false,Closed,Black
Sony PS4 PLATINUM,249.99,Circumaural,,true,true,Closed,Black / Blue
Sennheiser SC 260 USB CTRL II,,Supra-aural,"50,18",true,false,Closed,
Sennheiser SC 75 USB CTRL,,Supra-aural,"60,16",true,false,Closed,Black
Plantronics Blackwire 5220,,Supra-aural,"20,20",true,false,Closed,Red / Black
Plantronics EncorePro 720D Duo,44,Supra-aural,,true,false,Closed,Black / Silver
ROCCAT Cross Headset + Modulok Modular Headset Stand,,Circumaural,"20,20",true,false,Closed,Black
Syba GamesterGear Cruiser,,Circumaural,"20,20",true,false,Closed,Black / Silver
Plantronics Blackwire C720,,Supra-aural,"20,20",true,false,Closed,Silver / Black
Trust GXT 333 GOIYA,,Circumaural,"20,20",true,false,Closed,Black
Trust GXT 393 MAGNA,,Circumaural,"20,20",true,true,Closed,Black / Blue
Microsoft Surface Headset,,Circumaural,"20,20",true,true,Closed,Gray
Mionix NASH-20,,Circumaural,,true,false,Semi-open,Black
Sennheiser SC 70 USB CTRL,,Supra-aural,"60,16",true,false,Closed,Black / Silver
SteelSeries Arctis 3 Bluetooth (2019 Edition),,Circumaural,"20,22",true,false,Closed,Black
ROCCAT Renga Boost,,Circumaural,"20,20",true,false,Semi-open,Black
Sennheiser Century SC 660,,Supra-aural,,true,false,Closed,Silver / Black
HP HyperX Cloud Orbit,,Circumaural,"10,50",true,false,Closed,Black / Gray
Sennheiser MB 360 UC,,Circumaural,"18,22",true,true,Closed,Black
Sennheiser GSP 670,,Circumaural,"10,23",true,true,Closed,Black
SteelSeries Arctis 1,,Circumaural,"20,20",true,false,Closed,Black
SteelSeries Arctis Pro,,Circumaural,"10,40",true,false,Closed,Black
Hunterspider V1,,Circumaural,"20,20",true,true,Closed,Red / Black
Philips ActionFit,,In Ear,"20,20",false,true,Closed,
HiFiMAN TWS600,,In Ear,"20,20",false,true,Closed,Black
Plantronics B825 Voyager Focus UC Bluetooth,472.53,Supra-aural,,true,true,Closed,Black
Thermaltake Tt eSPORTS Shock V2,,Circumaural,"20,20",true,false,Closed,Black / Red
ADATA EMIX H30 SE,,Circumaural,"20,20",true,false,Closed,Black / Red
ADATA EMIX I30,,In Ear,"20,20",true,false,Closed,Black / Red
Acer Predator Gaming,,Circumaural,"10,28",true,false,Open,Black
DROP DROP + HIFIMAN HE-35X,,Circumaural,"20,20",false,false,Open,Black
DROP Drop + MrSpeakers Ether CX,,Circumaural,"30,5",false,false,Closed,Black
DROP DROP + KOSS GMR-54X-ISO,,Circumaural,"15,22",true,false,Closed,Black
DROP MASSDROP X KOSS ESP/95X ELECTROSTATIC SYSTEM,,Circumaural,"8,35",false,false,Open,Black
DROP Massdrop x NuForce EDC,,In Ear,"20,40",false,false,Closed,Translucent Blue
DROP Massdrop x NuForce EDC3,,In Ear,"20,40",false,false,Closed,Translucent Blue
DROP Massdrop x NuForce Stride,,In Ear,"20,20",true,true,Closed,Black
DROP Massdrop X MEE Audio Pinnacle Px,,In Ear,"20,20",true,false,Closed,Black
Biostar iDEQ N20,19.98,Supra-aural,,false,false,Closed,Blue / Black
Final A8000,,In Ear,,false,false,Closed,Silver / Black
Final Adagio II,,Earbud,,false,false,Closed,Black
Final Adagio II,,Earbud,,false,false,Closed,Beige
Final Adagio II,,Earbud,,false,false,Closed,Blue
Final Adagio III,,Earbud,,false,false,Closed,Black
Final Adagio III,,Earbud,,false,false,Closed,Red / White
Final Adagio V,,Earbud,,false,false,Closed,Silver / Black
Final E1000C,,Earbud,,false,false,Closed,Red / Black
Final E1000C,34.99,Earbud,,false,false,Closed,Blue / Black
Final E1000C,,Earbud,,false,false,Closed,Black
Final E2000C,40.01,Earbud,,false,false,Closed,Silver / Black
Final E2000,36.88,Earbud,,false,false,Closed,Silver / Black
Final E2000,34.06,Earbud,,false,false,Closed,Black
Final E3000,45,Earbud,,false,false,Closed,Silver / Black
Final F3100,,Earbud,,false,false,Closed,Black
Final F4100,,Earbud,,false,false,Closed,Black
Final F7200,,Earbud,,false,false,Closed,Silver / Black
Final FI-BA-SS,,Earbud,,false,false,Closed,Silver / Black
Final FI-BA-SST,,Earbud,,false,false,Closed,Silver / White
Final Heaven II,,Earbud,,false,false,Closed,Silver / Black
Final Heaven II,,Earbud,,false,false,Closed,Silver / Blue
Final Heaven IV,,Earbud,,false,false,Closed,Silver / Black
Final Heaven IV,,Earbud,,false,false,Closed,Silver / White
Final Heaven IV,,Earbud,,false,false,Closed,Silver / Purple
Final Heaven V aging,,Earbud,,false,false,Closed,Copper / Black
Final Heaven V,,Earbud,,false,false,Closed,Silver / Black
Final Heaven VI,,Earbud,,false,false,Closed,Gold / Black
Final Heaven VI,,Earbud,,false,false,Closed,Silver / Black
Final Heaven VII,,Earbud,,false,false,Closed,Black
Final Heaven VII,,Earbud,,false,false,Closed,Silver / Black
Final Heaven VIII,,Earbud,,false,false,Closed,Gold / Black
Final Piano Forte II,,Earbud,,false,false,Closed,Brown / Beige
Final Piano Forte II,,Earbud,,false,false,Closed,Blue / Black
Final Piano Forte VIII,,In Ear,,false,false,Closed,Gold
Final Piano Forte IX,,In Ear,,false,false,Closed,Silver
Final Piano Forte X,,In Ear,,false,false,Closed,Gold
Final Piano Forte X,,In Ear,,false,false,Closed,Silver
Final SONOROUS II,,Circumaural,,false,false,Closed,Black / Silver
Final SONOROUS III,,Circumaural,,false,false,Closed,Black / Silver
Final SONOROUS IV,,Circumaural,,false,false,Closed,Black / Silver
Final SONOROUS VI,,Circumaural,,false,false,Closed,Black / Silver
Final SONOROUS VIII,,Circumaural,,false,false,Closed,Gold / Black
Final SONOROUS X,,Circumaural,,false,false,Closed,Gold / Silver
Astro Gaming A20 Call of Duty,,Circumaural,"20,20",true,true,Closed,Silver / Black
Astro Gaming A40 TR + MixAmp Pro TR,,Circumaural,"20,20",true,false,Closed,White / Gray
Astro Gaming A50 + Base Station,,Circumaural,"20,20",true,true,Closed,Green / Black
Astro Gaming A40 TR + MixAmp Pro TR,,Circumaural,"20,24",true,false,Closed,White / Gray
Skullcandy Hesh 3,,Circumaural,"20,20",true,true,Closed,Blue
Skullcandy Hesh 3,,Circumaural,"20,20",true,true,Closed,Gray
Skullcandy Hesh 3,,Circumaural,"20,20",true,true,Closed,Red
Skullcandy Hesh 3,,Circumaural,"20,20",true,true,Closed,Green
Razer Opus,,Circumaural,"20,20",true,true,Closed,Blue
Razer Opus,,Circumaural,"20,20",true,true,Closed,Black
Sony MDR-ZX310B,,Supra-aural,"10,24",false,false,Closed,Black
EKSA E900 PRO,,Circumaural,"20,20",true,false,Closed,Green / Black
HiFiMAN Deva,,Circumaural,"20,20",false,true,Open,Silver / Brown
HiFiMAN Deva,,Circumaural,"20,20",false,false,Open,Silver / Brown
HiFiMAN HE400S,,Circumaural,"20,35",false,false,Open,Silver / Black
HiFiMAN HE560,,Circumaural,"15,50",false,false,Open,Black / Brown
HiFiMAN HE5se,,Circumaural,"20,35",false,false,Open,Black
HiFiMAN RE-600 V2 Songbird,,In Ear,"15,22",false,false,Closed,Black
HiFiMAN HE1000 V2,,Circumaural,"8,65",false,false,Open,Silver / Brown
HiFiMAN HE1000,,Circumaural,"8,65",false,false,Open,Silver / Brown
HiFiMAN RE300i,,Earbud,"20,20",false,false,Closed,White
HiFiMAN Jade II,,Circumaural,"7,90",false,false,Open,Black / Green
HiFiMAN RE400a,,Earbud,"15,22",false,false,Closed,Silver / Black
HiFiMAN RE300a,,Earbud,"20,20",false,false,Closed,Black
HiFiMAN RE300a,,Earbud,"20,20",false,false,Closed,White
HiFiMAN RE800,99,Earbud,"5,20",false,false,Closed,Gold
HiFiMAN Edition S,,Circumaural,"15,22",true,false,Closed,Black
HiFiMAN ES100,,Earbud,"15,20",false,false,Closed,Blue / Black
HiFiMAN RE400i,,Earbud,"15,22",false,false,Closed,Silver / Black
HiFiMAN HE400i Ver.2020,,Circumaural,"20,35",false,false,Open,Black
HiFiMAN SHANGRI-LA jr,,Circumaural,"7,120",false,false,Open,Silver / Black
Periodic Audio Carbon,,In Ear,"12,38",false,false,Closed,Black
Periodic Audio Beryllium,,In Ear,"12,45",false,false,Closed,Gold / Silver
Periodic Audio Titanium,,In Ear,"16,30",false,false,Closed,Black
Periodic Audio Magnesium,,In Ear,"20,30",false,false,Closed,Silver
Tempest GHS300 RGB,,Circumaural,"100,10",true,false,Closed,Black
Tempest GHS201 RGB,,Circumaural,"20,20",true,false,Closed,Black
Tempest GHS301 Barbarian RGB,,Circumaural,"20,20",true,false,Closed,Black
Philips SHP9600MB/27,,Circumaural,"12,35",false,false,Open,Black / Gold
AOC GH200,,Circumaural,"20,20",true,false,Closed,Black / Silver
Corsair HS35,,Circumaural,"20,20",true,false,Closed,Black / Red
Astro A10 COD:CW,99.99,Circumaural,"20,20",true,true,Closed,Black / Red
Astro A03,,In Ear,"20,20",true,false,Closed,White / Purple
AOC GH300,,Circumaural,"20,20",true,false,Closed,Red / Black
Sennheiser ‎‎‎HD 450BT White,,Circumaural,"18,22",true,true,Closed,White / Beige
Koss GMR-540-ISO,,Circumaural,"15,22",true,false,Closed,Black / Red
Koss GMR-540-ISO USB,74.99,Circumaural,"15,22",true,false,Closed,Black / Red
Anker H700,,Supra-aural,,true,true,Closed,Black
AKG N700NC,,Circumaural,"10,20",true,true,Closed,Silver
HP HyperX Cloud Alpha - TimTheTatman Edition,,Circumaural,"13,27",true,false,Closed,Black / Yellow
Asus TUF Gaming H3,,Circumaural,"20,20",true,false,Closed,Black / Red
Asus TUF Gaming H7,,Circumaural,"20,20",true,false,Closed,Black / Red
TAKSTAR Forge,,Circumaural,"20,20",true,false,Closed,Black / Red
TAKSTAR SHADE,,Circumaural,"10,20",true,false,Closed,Black / Red
TAKSTAR TS-2260,,In Ear,"20,20",false,false,Closed,Black
TAKSTAR HF580,,Circumaural,"15,25",false,false,Open,Black / Silver
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Black
Philips SHP9600MB/00,,Supra-aural,"12,35",true,false,Open,Black
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,White / Black
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Blue
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Green
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Gray / Brown
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Black / Gray
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Brown / Black
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Gray / Green
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Gray / Cyan
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Blue / Black
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Beige / Blue
Koss Porta Pro Headset,,Supra-aural,"15,25",true,true,Open,Black / Silver
Koss Porta Pro Limited Edition,,Supra-aural,"15,25",true,false,Open,Gold / Black
Koss Porta Pro Limited Edition,,Supra-aural,"15,25",true,false,Open,Beige / Silver
Asus TUF GAMING x Demon Slayer L.E. Tanjiro Kamado,,Circumaural,,true,false,Closed,Black / Green
TAKSTAR FLIT,,Circumaural,"20,20",true,false,Closed,Black / Red
TAKSTAR TS-451M,,Circumaural,"20,20",true,false,Closed,Black
TAKSTAR HD2000,,Circumaural,"10,25",false,false,Closed,Black
Logitech ASTRO A30 LIGHTSPEED (Xbox/PC),,Circumaural,"20,20",true,true,Closed,Blue / Black
Razer Thresher For Xbox One,140.41,Circumaural,"12,28",true,true,Closed,Black / Green
Razer Thresher Ultimate For PS4,,Circumaural,"12,28",true,true,Closed,Blue / Black
ROCCAT Syn Max Air,159.99,Circumaural,"20,20",true,true,Closed,Black
Yenkee YHP 3035 SHADOW,,Circumaural,"20,20",true,false,Closed,Black
Shure SRH440A,109,Circumaural,"10,22",false,false,Closed,Black
Samsung Buds2,,In Ear,,true,true,Closed,Purple
Samsung Buds2,,In Ear,,true,true,Closed,Green
Samsung Buds2 Pro,,In Ear,,true,true,Closed,Purple
Apple AirPods Max,,Circumaural,,true,true,Closed,Pink
Asus ROG Cetra RGB,,In Ear,"20,40",true,false,Closed,Black
Adesso Xtream P600,69.98,Circumaural,"20,20",true,true,Closed,Black
Belkin SOUNDFORM Mini,,Circumaural,,true,true,Closed,Black
Belkin SOUNDFORM Mini,,Circumaural,,true,true,Closed,Blue
Belkin SOUNDFORM Mini,,Circumaural,,true,true,Closed,Pink
Belkin SOUNDFORM Mini,,Circumaural,,true,true,Closed,White
HP OMEN Mindframe Prime,,Circumaural,"15,20",true,false,Closed,Black / Red
JVC HA-A6T,,Earbud,"20,20",true,true,Closed,White
JVC HA-A6T,,Earbud,"20,20",true,true,Closed,Blue
JVC HA-A6T,29.95,Earbud,"20,20",true,true,Closed,Red
Targus iStore Classic Fit,22.65,Earbud,,true,false,Closed,Black
Kensington H1000,35.99,Supra-aural,"20,2",true,false,Closed,Black
Kensington H2000,,Circumaural,"20,20",true,false,Closed,Black
Lenovo 4XD1K18260,37.92,Supra-aural,"20,20",true,false,Closed,Black
Sennheiser MB 660 UC MS,,Circumaural,,true,true,Closed,Black / Silver
Mad Catz F.R.E.Q. 2,35.34,Circumaural,"20,20",true,false,Closed,Black
Mad Catz E.S. Pro+,,Earbud,"20,20",true,false,Closed,Black
Razer Opus X,,Circumaural,"20,20",true,true,Closed,Pink / Black
YEYIAN Vicious 3000,,Circumaural,"20,20",true,false,Closed,Black / Red
YEYIAN Force 3000,24.99,Circumaural,"20,20",true,false,Closed,Camo / Beige
YEYIAN Force 3000,,Circumaural,"20,20",true,false,Closed,Camo / White
Koss KPH30i,,Supra-aural,"15,25",true,false,Open,Clear
Koss KPH30i,,Supra-aural,"15,25",true,false,Open,Black
Koss KPH30i,,Supra-aural,"15,25",true,false,Open,Beige
GameStop TWS,45.98,Earbud,"20,20",true,true,Closed,Black
GameStop GS100,,Circumaural,,true,false,Closed,Black
Sennheiser MOMENTUM 4,,Circumaural,"6,22",true,true,Closed,Multicolor
Sennheiser MOMENTUM 4,,Circumaural,"6,22",true,true,Closed,Black / Copper
